id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0000100,2000100,   100 Hekate,100,Hekate,,N,N,7.6,85.734,0.205,1.961,JPL 37,2459000.5,59000,20200531,J2000,0.169555285,3.089431761,2.565602277,6.431994591,127.181625,184.3863361,319.3062948,3.613261245,0.181503985,2459224.703,20210110.2,1983.427532,5.430328629,1.55137,603.7466629,3.97E-08,1.18E-08,1.25E-07,4.46E-06,3.84E-05,4.08E-05,1.66E-05,1.37E-08,1.04E-09,9.19E-05,1.13E-05,MBA,0.43639
a0000101,2000101,   101 Helena,101,Helena,,N,N,8.2,65.84,0.1898,1.3,JPL 105,2459000.5,59000,20200531,J2000,0.140584457,2.58307759,2.21993703,10.19686031,343.3825146,348.3691245,208.2023473,2.94621815,0.237409392,2459639.892,20220301.39,1516.367977,4.151589259,1.21083,471.2187111,4.54E-08,7.51E-09,1.17E-07,4.96E-06,2.34E-05,2.80E-05,1.75E-05,8.56E-09,1.04E-09,7.49E-05,6.61E-06,MBA,0.4416
a0000102,2000102,   102 Miriam,102,Miriam,,N,N,9.3,82.595,0.051,0.4,JPL 87,2459000.5,59000,20200531,J2000,0.251105865,2.662333505,1.993805948,5.172851656,210.7978678,147.0245915,341.9682032,3.330861061,0.226887405,2459079.975,20200818.47,1586.690105,4.344120752,0.992653,386.310768,2.88E-08,6.88E-09,7.46E-08,3.16E-06,3.61E-05,3.69E-05,1.02E-05,8.61E-09,8.80E-10,4.51E-05,6.15E-06,MBA,0.45305
a0000103,2000103,   103 Hera,103,Hera,,N,N,7.6,83.908,0.217,2.091,JPL 112,2459000.5,59000,20200531,J2000,0.079236123,2.702140974,2.488033799,5.418345972,136.079743,188.6794967,83.70336252,2.91624815,0.221892217,2458623.275,20190519.77,1622.409316,4.441914623,1.47591,574.3798947,3.61E-08,7.30E-09,9.74E-08,4.08E-06,4.13E-05,4.84E-05,2.61E-05,7.88E-09,8.99E-10,0.00011736,6.57E-06,MBA,0.51204
a0000104,2000104,   104 Klymene,104,Klymene,,N,N,8.4,136.553,0.052,1.554,JPL 97,2459000.5,59000,20200531,J2000,0.160853706,3.146171164,2.640097871,2.789717012,41.67665395,31.75864404,349.0838638,3.652244456,0.176616207,2459062.307,20200731.81,2038.31803,5.580610624,1.65546,644.2553682,3.77E-08,1.17E-08,1.22E-07,4.58E-06,8.03E-05,8.14E-05,1.39E-05,1.35E-08,9.82E-10,7.87E-05,1.13E-05,MBA,0.44429
a0000105,2000105,   105 Artemis,105,Artemis,,N,N,8.7,94.864,0.016,0.375,JPL 114,2459000.5,59000,20200531,J2000,0.177293527,2.373799296,1.952940046,21.43973534,188.2418778,57.10668267,274.1524633,2.794658545,0.269487161,2459319.059,20210414.56,1335.870692,3.657414625,1.01156,393.6688052,2.95E-08,4.24E-09,7.07E-08,3.98E-06,1.09E-05,1.61E-05,1.32E-05,4.99E-09,7.22E-10,4.92E-05,3.58E-06,MBA,0.42553
a0000106,2000106,   106 Dione,106,Dione,,N,N,7.5,207.869,0.044,2.158,JPL 115,2459000.5,59000,20200531,J2000,0.159877126,3.183027406,2.674134133,4.576478356,62.0405563,330.8703451,293.4039166,3.691920678,0.173557548,2459384.212,20210618.71,2074.239946,5.678959469,1.68166,654.4516222,4.16E-08,1.38E-08,1.29E-07,4.61E-06,5.51E-05,5.67E-05,1.58E-05,1.60E-08,1.13E-09,9.23E-05,1.35E-05,MBA,0.49619
a0000107,2000107,   107 Camilla,107,Camilla,,N,N,7.1,210.37,0.059,12,JPL 108,2459000.5,59000,20200531,J2000,0.065108846,3.49059289,3.263324417,10.00145323,172.5826388,306.3970071,27.12007518,3.717861364,0.151131598,2458821.053,20191203.55,2382.029998,6.521642706,2.29137,891.7324629,2.90E-08,1.41E-08,1.03E-07,3.35E-06,1.93E-05,3.39E-05,2.75E-05,1.50E-08,9.17E-10,0.00018201,1.45E-05,OMB,0.43436
a0000108,2000108,   108 Hecuba,108,Hecuba,,N,N,8,75.498,0.148,1.891,JPL 51,2459000.5,59000,20200531,J2000,0.055640431,3.237466443,3.057332414,4.220236533,349.9785283,206.0038739,42.16619672,3.417600471,0.169198364,2458751.288,20190924.79,2127.680141,5.82527075,2.05666,800.3903722,3.48E-08,1.38E-08,1.14E-07,4.45E-06,4.13E-05,5.34E-05,3.30E-05,1.45E-08,1.08E-09,0.000196,1.36E-05,OMB,0.45938
a0000109,2000109,   109 Felicitas,109,Felicitas,,N,N,9,82.588,0.056,0.616,JPL 36,2459000.5,59000,20200531,J2000,0.299139546,2.694472549,1.888449253,7.84484588,2.768339543,57.60729455,340.9781038,3.500495845,0.222840143,2459085.861,20200824.36,1615.507848,4.423019432,0.914008,355.7044934,3.73E-08,5.65E-09,1.01E-07,4.91E-06,3.13E-05,3.22E-05,8.33E-06,7.35E-09,7.01E-10,3.75E-05,5.08E-06,MBA,0.44875
a0000110,2000110,   110 Lydia,110,Lydia,,N,N,7.9,86.09,0.1808,2,JPL 86,2459000.5,59000,20200531,J2000,0.081363206,2.733551156,2.511140671,5.962490048,56.86243011,282.5433025,294.8461025,2.955961641,0.218078708,2459299.263,20210325.76,1650.78014,4.519589706,1.51103,588.0475451,3.44E-08,7.94E-09,9.36E-08,3.76E-06,3.64E-05,4.39E-05,2.56E-05,8.58E-09,9.50E-10,0.00011798,7.19E-06,MBA,0.38081
a0000111,2000111,   111 Ate,111,Ate,,N,N,8.2,126.344,0.062,0.233,JPL 102,2459000.5,59000,20200531,J2000,0.102114871,2.595920755,2.330838642,4.933029208,305.7104692,166.9836655,160.3595166,2.861002868,0.23564972,2458320,20180720.5,1527.691186,4.182590516,1.34765,524.4649505,3.31E-08,6.09E-09,8.57E-08,3.72E-06,3.84E-05,4.20E-05,1.75E-05,6.71E-09,8.29E-10,7.37E-05,5.38E-06,MBA,0.49626
a0000112,2000112,   112 Iphigenia,112,Iphigenia,,N,N,9.8,69.818,0.042,1.818,JPL 85,2459000.5,59000,20200531,J2000,0.127964708,2.433713637,2.122284182,2.599529336,323.4077881,17.31376057,172.7400307,2.745143093,0.259597114,2458335.084,20180804.58,1386.76426,3.796753621,1.11381,433.4614377,3.32E-08,4.85E-09,8.06E-08,3.64E-06,7.20E-05,7.31E-05,1.29E-05,5.47E-09,7.75E-10,4.93E-05,4.14E-06,MBA,0.44832
a0000113,2000113,   113 Amalthea,113,Amalthea,,N,N,8.5,50.137,0.224,1.265,JPL 119,2459000.5,59000,20200531,J2000,0.086616809,2.376287876,2.170461402,5.042979091,123.4466582,78.68011431,243.6948707,2.582114349,0.269063939,2459432.758,20210806.26,1337.971939,3.663167526,1.17413,456.9361721,3.69E-08,3.28E-09,8.76E-08,3.88E-06,4.75E-05,5.30E-05,2.45E-05,3.57E-09,5.58E-10,9.12E-05,2.77E-06,MBA,0.49606
a0000114,2000114,   114 Kassandra,114,Kassandra,,N,N,8.3,94.178,0.089,0.954,JPL 118,2459000.5,59000,20200531,J2000,0.13675373,2.678060928,2.311826107,4.940905424,164.0738211,352.7671913,151.2944143,3.04429575,0.224891683,2458327.757,20180728.26,1600.770628,4.382671124,1.32133,514.2219961,3.24E-08,6.70E-09,8.73E-08,3.45E-06,4.10E-05,4.28E-05,1.27E-05,7.61E-09,8.43E-10,5.59E-05,6.00E-06,MBA,0.4813
a0000115,2000115,   115 Thyra,115,Thyra,,N,N,7.6,79.83,0.2747,1.4,JPL 78,2459000.5,59000,20200531,J2000,0.193192754,2.379083264,1.919461616,11.59420588,308.7961204,97.06412413,124.2271713,2.838704912,0.268589859,2458537.984,20190223.48,1340.333553,3.669633274,0.969494,377.29798,3.03E-08,3.39E-09,7.20E-08,3.79E-06,1.68E-05,2.00E-05,1.11E-05,4.04E-09,5.74E-10,4.09E-05,2.86E-06,MBA,0.52789
a0000116,2000116,   116 Sirona,116,Sirona,,N,N,7.8,71.7,0.256,5.8,JPL 106,2459000.5,59000,20200531,J2000,0.141840439,2.767101015,2.374614191,3.563923456,63.71200252,94.41506311,307.9930632,3.159587839,0.214124594,2459243.382,20210128.88,1681.26413,4.603050322,1.38702,539.7865734,3.98E-08,8.89E-09,1.12E-07,4.48E-06,7.06E-05,7.24E-05,1.70E-05,1.02E-08,1.03E-09,7.98E-05,8.10E-06,MBA,0.49208
a0000117,2000117,   117 Lomia,117,Lomia,,N,N,8,208.974,0.027,1.208,JPL 99,2459000.5,59000,20200531,J2000,0.026769668,2.992997487,2.912875937,14.89920774,348.7370961,50.36193304,226.3618934,3.073119038,0.190346347,2459702.579,20220503.08,1891.289255,5.178067776,1.92831,750.4404027,3.98E-08,9.00E-09,1.18E-07,4.53E-06,1.55E-05,8.80E-05,8.67E-05,9.24E-09,8.59E-10,0.0004566,8.53E-06,MBA,0.41997
a0000118,2000118,   118 Peitho,118,Peitho,,N,N,8.9,40.211,0.245,0.491,JPL 68,2459000.5,59000,20200531,J2000,0.164625618,2.436901367,2.035724974,7.745331882,47.67843506,33.32877128,53.87046695,2.838077759,0.259087909,2458792.576,20191105.08,1389.489771,3.804215664,1.05598,410.9557366,4.33E-08,4.89E-09,1.06E-07,4.86E-06,3.30E-05,3.56E-05,1.33E-05,5.69E-09,7.79E-10,5.13E-05,4.18E-06,MBA,0.43296
a0000119,2000119,   119 Althaea,119,Althaea,,N,N,8.3,57.3,0.2306,1.1,JPL 81,2459000.5,59000,20200531,J2000,0.080741287,2.581904585,2.373438286,5.785389693,203.6471739,171.384804,86.02192453,2.790370885,0.2375712,2458638.411,20190603.91,1515.335194,4.148761655,1.37459,534.9491903,3.30E-08,4.81E-09,8.49E-08,3.72E-06,3.66E-05,4.37E-05,2.38E-05,5.20E-09,6.64E-10,0.00010013,4.24E-06,MBA,0.52206
a0000120,2000120,   120 Lachesis,120,Lachesis,,N,N,7.8,155.132,0.058,1.133,JPL 126,2459000.5,59000,20200531,J2000,0.052021976,3.118620485,2.956383686,6.963090699,341.1625554,233.9639821,305.5434837,3.280857285,0.178961777,2459304.791,20210331.29,2011.602737,5.507468137,1.95737,761.7496829,3.79E-08,1.10E-08,1.18E-07,4.18E-06,3.46E-05,5.46E-05,4.41E-05,1.16E-08,9.46E-10,0.00024668,1.06E-05,MBA,0.46318
a0000121,2000121,   121 Hermione,121,Hermione,,N,N,7.3,209,0.0482,4.7,JPL 104,2459000.5,59000,20200531,J2000,0.129838702,3.461567485,3.012122055,7.584410392,73.11272838,296.8740224,281.2343012,3.911012915,0.153036445,2459515.186,20211027.69,2352.380827,6.4404677,2.02248,787.0885416,3.02E-08,1.10E-08,1.06E-07,3.17E-06,2.28E-05,2.60E-05,1.39E-05,1.25E-08,7.31E-10,9.24E-05,1.12E-05,OMB,0.4174
a0000122,2000122,   122 Gerda,122,Gerda,,N,N,7.7,70.676,0.297,0.912,JPL 39,2459000.5,59000,20200531,J2000,0.031266384,3.223255924,3.122476366,1.640572814,178.1228153,321.4881071,41.98802783,3.324035482,0.170318526,2458753.974,20190927.47,2113.686683,5.786958748,2.1354,831.033618,3.96E-08,1.32E-08,1.27E-07,4.54E-06,0.00014283,0.00015755,6.64E-05,1.37E-08,1.05E-09,0.00038951,1.30E-05,OMB,0.50516
a0000123,2000123,   123 Brunhild,123,Brunhild,,N,N,8.9,45.209,0.261,1.883,JPL 37,2459000.5,59000,20200531,J2000,0.120620359,2.695223627,2.370124786,6.414358259,307.7251494,125.6747998,49.0521924,3.020322469,0.222747001,2458780.285,20191023.79,1616.183373,4.424868921,1.39205,541.7440985,3.65E-08,8.54E-09,9.90E-08,4.76E-06,3.54E-05,4.08E-05,1.97E-05,9.57E-09,1.06E-09,8.82E-05,7.68E-06,MBA,0.45954
a0000124,2000124,   124 Alkeste,124,Alkeste,,N,N,8.1,88.648,0.128,1.651,JPL 126,2459000.5,59000,20200531,J2000,0.07551614,2.629926725,2.43132481,2.957464186,187.9747942,62.15468269,306.4612727,2.82852864,0.231093964,2459232.175,20210117.68,1557.807891,4.26504556,1.41902,552.2400134,3.55E-08,6.58E-09,9.35E-08,4.15E-06,6.81E-05,7.32E-05,2.81E-05,7.08E-09,8.67E-10,0.00012187,5.85E-06,MBA,0.50224
a0000125,2000125,   125 Liberatrix,125,Liberatrix,,N,N,8.8,48.418,0.182,0.533,JPL 80,2459000.5,59000,20200531,J2000,0.077941813,2.743653518,2.529808188,4.664196776,168.9812265,110.0107042,250.823906,2.957498849,0.216875341,2459503.905,20211016.4,1659.939752,4.544667356,1.51826,590.8612442,3.47E-08,9.03E-09,9.57E-08,4.16E-06,4.60E-05,5.34E-05,2.84E-05,9.73E-09,1.07E-09,0.00013149,8.19E-06,MBA,0.38078
a0000126,2000126,   126 Velleda,126,Velleda,,N,N,9.2,44.82,0.1723,1.3,JPL 95,2459000.5,59000,20200531,J2000,0.106125703,2.440063529,2.181110071,2.923122915,23.27422166,327.8352501,305.0832523,2.699016987,0.258584431,2459212.875,20201229.37,1392.195185,3.811622683,1.17597,457.6522449,3.41E-08,5.40E-09,8.35E-08,3.86E-06,7.68E-05,7.91E-05,2.03E-05,5.97E-09,8.58E-10,7.88E-05,4.62E-06,MBA,0.49081
a0000127,2000127,   127 Johanna,127,Johanna,,N,N,8.6,122,0.042,,JPL 108,2459000.5,59000,20200531,J2000,0.066771814,2.75550928,2.571518928,8.243907936,31.14508113,93.54010376,10.58742785,2.939499632,0.215477167,2458951.365,20200411.87,1670.710661,4.574156498,1.60311,623.8823187,3.89E-08,9.83E-09,1.10E-07,4.25E-06,2.93E-05,4.44E-05,3.23E-05,1.05E-08,1.15E-09,0.0001499,8.94E-06,MBA,0.44606
a0000128,2000128,   128 Nemesis,128,Nemesis,,N,N,7.8,162.515,0.067,1.296,JPL 107,2459000.5,59000,20200531,J2000,0.127675203,2.748942609,2.397970804,6.245306385,76.23770465,303.6201497,158.5974916,3.099914415,0.216249725,2458267.1,20180528.6,1664.741999,4.557815193,1.40776,547.8579592,3.68E-08,7.47E-09,1.01E-07,4.04E-06,3.74E-05,4.04E-05,1.61E-05,8.42E-09,8.81E-10,7.37E-05,6.78E-06,MBA,0.49332
a0000129,2000129,   129 Antigone,129,Antigone,,N,N,7.2,113,0.151,,JPL 100,2459000.5,59000,20200531,J2000,0.212593821,2.87035858,2.260138082,12.26692888,135.6670026,111.2466526,21.0557946,3.480579078,0.202674842,2458896.61,20200217.11,1776.244142,4.863091421,1.2805,498.332185,2.81E-08,5.86E-09,8.14E-08,3.61E-06,1.52E-05,1.75E-05,1.06E-05,7.10E-09,6.20E-10,5.20E-05,5.44E-06,MBA,0.49351
a0000130,2000130,   130 Elektra,130,Elektra,,N,N,7.1,180.652,0.086,2.698,JPL 110,2459000.5,59000,20200531,J2000,0.208908938,3.12526438,2.472368718,22.78069166,145.0130138,237.5204607,17.22309326,3.778160041,0.178391407,2458903.953,20200224.45,2018.034423,5.525077133,1.54197,600.0884649,3.44E-08,1.05E-08,1.08E-07,3.21E-06,1.07E-05,1.39E-05,1.13E-05,1.27E-08,8.97E-10,6.30E-05,1.01E-05,MBA,0.40809
a0000131,2000131,   131 Vala,131,Vala,,N,N,9.9,31.337,0.246,0.304,JPL 69,2459000.5,59000,20200531,J2000,0.067371239,2.431897276,2.268057344,4.96088711,65.65618106,160.6156448,293.1022347,2.595737209,0.259888004,2459257.91,20210212.41,1385.212068,3.79250395,1.25861,489.8132537,3.52E-08,6.16E-09,8.66E-08,3.89E-06,4.26E-05,5.16E-05,3.01E-05,6.58E-09,9.88E-10,0.00011616,5.26E-06,MBA,0.37643
a0000132,2000132,   132 Aethra,132,Aethra,,N,N,8.9,42.87,0.199,1.6,JPL 52,2459000.5,59000,20200531,J2000,0.389559419,2.608140003,1.5921145,24.99379165,258.3925108,255.1758739,6.022924381,3.624165507,0.233995617,2458974.761,20200505.26,1538.490353,4.212157024,0.772818,300.7575811,4.41E-08,6.48E-09,1.15E-07,4.37E-06,1.11E-05,1.20E-05,7.84E-06,9.00E-09,8.72E-10,3.34E-05,5.73E-06,MCA,0.38373
a0000133,2000133,   133 Cyrene,133,Cyrene,,N,N,7.8,72.175,0.279,0.932,JPL 76,2459000.5,59000,20200531,J2000,0.135228451,3.06463429,2.650208543,7.21360214,319.0050434,290.1309255,213.0547859,3.479060036,0.183711393,2459800.37,20220808.87,1959.595402,5.365079813,1.64729,641.0758493,3.74E-08,1.39E-08,1.12E-07,4.45E-06,3.36E-05,3.79E-05,1.97E-05,1.57E-08,1.25E-09,0.0001099,1.33E-05,MBA,0.40383
a0000134,2000134,   134 Sophrosyne,134,Sophrosyne,,N,N,9,108,0.0364,,JPL 108,2459000.5,59000,20200531,J2000,0.115571243,2.565019118,2.268576669,11.59915655,345.922286,84.67821159,206.2033465,2.861461566,0.239920946,2459641.531,20220303.03,1500.494253,4.108129372,1.31726,512.6380742,3.21E-08,5.97E-09,8.10E-08,3.93E-06,1.68E-05,2.38E-05,1.70E-05,6.66E-09,8.38E-10,7.14E-05,5.24E-06,MBA,0.44099
a0000135,2000135,   135 Hertha,135,Hertha,,N,N,8.2,79.24,0.1436,2,JPL 106,2459000.5,59000,20200531,J2000,0.206906605,2.428364053,1.925919491,2.303866066,343.5718893,340.1813407,82.26722833,2.930808616,0.260455409,2458684.641,20190720.14,1382.194371,3.784241947,0.913937,355.6768623,3.68E-08,5.75E-09,9.00E-08,4.22E-06,9.80E-05,9.85E-05,1.12E-05,6.94E-09,9.25E-10,4.24E-05,4.91E-06,MBA,0.41959
a0000136,2000136,   136 Austria,136,Austria,,N,N,9.7,36.893,0.201,0.518,JPL 69,2459000.5,59000,20200531,J2000,0.085300039,2.287367628,2.092255081,9.577562706,186.4300642,132.5611749,331.2586038,2.482480174,0.284905031,2459101.381,20200908.88,1263.57895,3.459490623,1.09328,425.4717776,3.56E-08,5.90E-09,8.11E-08,4.75E-06,2.13E-05,3.49E-05,2.91E-05,6.41E-09,1.10E-09,0.00010211,4.89E-06,MBA,0.42402
a0000137,2000137,   137 Meliboea,137,Meliboea,,N,N,8.1,128.678,0.065,0.533,JPL 103,2459000.5,59000,20200531,J2000,0.211896019,3.124649919,2.462549042,13.42813809,202.2139386,107.3649839,110.529069,3.786750796,0.17844403,2458381.095,20180919.6,2017.439301,5.523447778,1.48996,579.8477332,3.26E-08,9.08E-09,1.04E-07,3.52E-06,1.18E-05,1.42E-05,8.70E-06,1.10E-08,7.78E-10,4.74E-05,8.80E-06,MBA,0.43883
a0000138,2000138,   138 Tolosa,138,Tolosa,,N,N,8.8,52.905,0.273,1.048,JPL 71,2459000.5,59000,20200531,J2000,0.162861802,2.449489622,2.050561327,3.202500525,54.74619956,260.5141174,348.6774262,2.848417916,0.257093246,2459044.541,20200714.04,1400.270155,3.833730746,1.03983,404.6706411,3.57E-08,7.97E-09,8.91E-08,3.98E-06,7.14E-05,7.26E-05,1.60E-05,9.26E-09,1.25E-09,6.22E-05,6.83E-06,MBA,0.48797
a0000139,2000139,   139 Juewa,139,Juewa,,N,N,8,151.116,0.052,1.596,JPL 103,2459000.5,59000,20200531,J2000,0.174553974,2.781680954,2.296127488,10.90937388,1.817387607,165.6082671,357.6701104,3.26723442,0.212443329,2459011.467,20200610.97,1694.569566,4.639478619,1.30401,507.4815717,3.03E-08,6.48E-09,8.51E-08,3.81E-06,1.71E-05,1.99E-05,1.06E-05,7.61E-09,7.42E-10,4.98E-05,5.92E-06,MBA,0.49067
a0000140,2000140,   140 Siwa,140,Siwa,,N,N,8.4,109.79,0.0676,3,JPL 149,2459000.5,59000,20200531,J2000,0.214140102,2.734694958,2.1490871,3.185538931,107.1777401,196.81529,145.7487008,3.320302816,0.217941903,2458331.75,20180801.25,1651.816355,4.522426707,1.13408,441.3499136,3.46E-08,7.76E-09,9.34E-08,3.68E-06,5.99E-05,6.04E-05,9.10E-06,9.42E-09,9.28E-10,4.10E-05,7.03E-06,MBA,0.48048
a0000141,2000141,   141 Lumen,141,Lumen,,N,N,8.5,117.916,0.067,1.361,JPL 69,2459000.5,59000,20200531,J2000,0.214597479,2.6652844,2.093321088,11.89758004,318.485389,57.83802119,249.9976522,3.237247712,0.226510708,2459486.139,20210928.64,1589.328835,4.351345203,1.11988,435.8236996,4.06E-08,7.13E-09,1.07E-07,4.94E-06,2.15E-05,2.46E-05,1.33E-05,8.66E-09,9.09E-10,5.96E-05,6.38E-06,MBA,0.39264
a0000142,2000142,   142 Polana,142,Polana,,N,N,10.3,54.812,0.047,0.277,JPL 39,2459000.5,59000,20200531,J2000,0.135074532,2.417934193,2.091332863,2.239535888,291.2203729,291.8328957,147.9924875,2.744535524,0.262142453,2458435.95,20181113.45,1373.299122,3.759888081,1.08377,421.7707709,2.99E-08,6.37E-09,7.17E-08,3.86E-06,9.05E-05,9.19E-05,1.71E-05,7.22E-09,1.04E-09,6.49E-05,5.42E-06,MBA,0.44586
a0000143,2000143,   143 Adria,143,Adria,,N,N,9.1,95.377,0.044,0.698,JPL 47,2459000.5,59000,20200531,J2000,0.074151432,2.760501856,2.555806689,11.44438026,332.9805555,252.3411577,167.1293037,2.965197023,0.214892871,2458222.767,20180414.27,1675.253339,4.586593672,1.57661,613.5693137,3.23E-08,8.88E-09,8.73E-08,3.73E-06,1.69E-05,3.09E-05,2.72E-05,9.54E-09,1.04E-09,0.00012605,8.09E-06,MBA,0.42035
a0000144,2000144,   144 Vibilia,144,Vibilia,,N,N,8.1,142.38,0.0597,2.6,JPL 99,2459000.5,59000,20200531,J2000,0.234745795,2.655401409,2.032057095,4.814051372,76.19487026,294.6089632,98.46567414,3.278745722,0.227776441,2458568.209,20190325.71,1580.497084,4.327165184,1.03786,403.9039762,3.74E-08,8.63E-09,9.81E-08,4.22E-06,5.16E-05,5.24E-05,1.15E-05,1.07E-08,1.11E-09,4.94E-05,7.70E-06,MBA,0.46688
a0000145,2000145,   145 Adeona,145,Adeona,,N,N,8.2,127.783,0.061,0.355,JPL 94,2459000.5,59000,20200531,J2000,0.145248861,2.674244979,2.285813942,12.62307123,77.38080181,44.90978628,188.2737405,3.062676016,0.22537321,2459762.464,20220701.96,1597.350458,4.373307208,1.31997,513.6927249,4.20E-08,8.57E-09,1.11E-07,4.62E-06,1.79E-05,2.23E-05,1.35E-05,9.81E-09,1.08E-09,6.07E-05,7.68E-06,MBA,0.44483
a0000146,2000146,   146 Lucina,146,Lucina,,N,N,8.4,160.31,0.036,1.21,JPL 94,2459000.5,59000,20200531,J2000,0.067040833,2.717325178,2.535153433,13.10117742,83.945421,145.7333885,147.2778512,2.899496923,0.220034943,2458331.162,20180731.66,1636.103773,4.479408003,1.53209,596.2434653,2.69E-08,7.27E-09,7.37E-08,2.83E-06,1.55E-05,3.29E-05,2.86E-05,7.76E-09,8.83E-10,0.00013017,6.57E-06,MBA,0.45939
a0000147,2000147,   147 Protogeneia,147,Protogeneia,,N,N,8.7,132.93,0.0492,5.1,JPL 53,2459000.5,59000,20200531,J2000,0.023683954,3.135853562,3.061584149,1.933261957,248.2655752,100.5354351,341.2732777,3.210122975,0.177488579,2459106.009,20200913.51,2028.299519,5.553181434,2.05484,799.6820828,3.21E-08,1.25E-08,9.91E-08,3.78E-06,0.00010605,0.00013285,8.09E-05,1.28E-08,1.06E-09,0.00045609,1.21E-05,MBA,0.44913
a0000148,2000148,   148 Gallia,148,Gallia,,N,N,7.6,97.75,0.164,3.7,JPL 47,2459000.5,59000,20200531,J2000,0.18722539,2.77152632,2.252626225,25.29192458,145.0008449,252.7195664,89.54911014,3.290426415,0.213611959,2458581.286,20190407.79,1685.298902,4.614096924,1.37367,534.5911539,2.97E-08,6.35E-09,8.11E-08,4.67E-06,7.16E-06,1.44E-05,1.37E-05,7.54E-09,7.34E-10,6.37E-05,5.79E-06,MBA,0.45591
a0000149,2000149,   149 Medusa,149,Medusa,,N,N,10.5,23.719,0.152,0.267,JPL 40,2459000.5,59000,20200531,J2000,0.064922649,2.174483563,2.033310329,0.939501448,159.6023743,251.2995899,350.2194269,2.315656797,0.307375947,2459032.32,20200701.82,1171.204199,3.206582338,1.04375,406.1961875,3.10E-08,5.10E-09,6.84E-08,4.44E-06,0.00019746,0.00020058,3.58E-05,5.44E-09,1.08E-09,0.00011656,4.12E-06,MBA,0.43991
